"Date","Time","Chambertemp","dT","WetBulb","LWP","Intercept","Slope","Correction_dT","Correctionfactor","BatteryLevel","DateTime","PSY","Plant_ID"
"29/10/2024","04:45:00","19.05","-0.374","1.019",-0.1,"1.00","-3.80","-0.05","8.414","4.19",2024-10-29 04:45:00,"PSY1N903",3
"29/10/2024","05:00:00","19.01","-0.374","0.985",-0.09,"1.00","-3.80","-0.05","8.414","4.19",2024-10-29 05:00:00,"PSY1N903",3
"29/10/2024","05:15:00","18.93","-0.312","0.992",-0.09,"1.00","-3.80","-0.04","8.417","4.19",2024-10-29 05:15:00,"PSY1N903",3
"29/10/2024","05:30:00","18.82","-0.272","0.958",-0.07,"1.00","-3.80","-0.03","8.421","4.19",2024-10-29 05:30:00,"PSY1N903",3
"29/10/2024","05:45:00","18.69","-0.314","0.981",-0.09,"1.00","-3.80","-0.04","8.428","4.19",2024-10-29 05:45:00,"PSY1N903",3
"29/10/2024","06:00:00","18.63","-0.389","0.962",-0.09,"1.00","-3.80","-0.05","8.428","4.19",2024-10-29 06:00:00,"PSY1N903",3
"29/10/2024","06:15:00","18.64","-0.430","0.859",-0.06,"1.00","-3.80","-0.05","8.428","4.19",2024-10-29 06:15:00,"PSY1N903",3
"29/10/2024","06:30:00","18.65","-0.475","0.823",-0.06,"1.00","-3.80","-0.06","8.428","4.19",2024-10-29 06:30:00,"PSY1N903",3
"29/10/2024","06:45:00","18.61","-0.413","0.787",-0.04,"1.00","-3.80","-0.05","8.428","4.19",2024-10-29 06:45:00,"PSY1N903",3
"29/10/2024","07:00:00","18.57","-0.278","0.797",-0.02,"1.00","-3.80","-0.03","8.432","4.19",2024-10-29 07:00:00,"PSY1N903",3
"29/10/2024","07:15:00","18.46","-0.155","0.917",-0.05,"1.00","-3.80","-0.02","8.436","4.19",2024-10-29 07:15:00,"PSY1N903",3
"29/10/2024","07:30:00","18.21","-0.356","1.068",-0.13,"1.00","-3.80","-0.04","8.443","4.19",2024-10-29 07:30:00,"PSY1N903",3
"29/10/2024","07:45:00","18.02","-0.380","1.270",-0.2,"1.00","-3.80","-0.05","8.451","4.19",2024-10-29 07:45:00,"PSY1N903",3
"29/10/2024","08:00:00","18.48","-1.330","0.743",-0.15,"1.00","-3.80","-0.18","8.436","4.19",2024-10-29 08:00:00,"PSY1N903",3
"29/10/2024","08:15:00","19.22","-1.229","1.102",-0.24,"1.00","-3.80","-0.16","8.406","4.19",2024-10-29 08:15:00,"PSY1N903",3
"29/10/2024","08:30:00","19.84","-1.845","1.753",-0.52,"1.00","-3.80","-0.25","8.384","4.19",2024-10-29 08:30:00,"PSY1N903",3
"29/10/2024","08:45:00","20.26","-1.636","2.338",-0.66,"1.00","-3.80","-0.22","8.370","4.19",2024-10-29 08:45:00,"PSY1N903",3
"29/10/2024","09:00:00","20.49","-1.191","2.846",-0.75,"1.00","-3.80","-0.16","8.362","4.19",2024-10-29 09:00:00,"PSY1N903",3
"29/10/2024","09:15:00","20.85","-1.624","2.748",-0.77,"1.00","-3.80","-0.22","8.348","4.19",2024-10-29 09:15:00,"PSY1N903",3
"29/10/2024","09:30:00","21.28","-1.564","2.701",-0.74,"1.00","-3.80","-0.21","8.333","4.19",2024-10-29 09:30:00,"PSY1N903",3
"29/10/2024","09:45:00","21.77","-2.183","2.693",-0.81,"1.00","-3.80","-0.29","8.315","4.19",2024-10-29 09:45:00,"PSY1N903",3
"29/10/2024","10:00:00","22.67","-2.588","3.071",-0.95,"1.00","-3.80","-0.35","8.283","4.19",2024-10-29 10:00:00,"PSY1N903",3
"29/10/2024","10:15:00","23.33","-1.487","3.339",-0.85,"1.00","-3.80","-0.20","8.258","4.19",2024-10-29 10:15:00,"PSY1N903",3
"29/10/2024","10:30:00","23.44","-0.881","3.477",-0.81,"1.00","-3.80","-0.11","8.254","4.19",2024-10-29 10:30:00,"PSY1N903",3
"29/10/2024","10:45:00","23.31","-1.854","3.365",-0.91,"1.00","-3.80","-0.25","8.258","4.19",2024-10-29 10:45:00,"PSY1N903",3
"29/10/2024","11:00:00","23.34","-0.345","4.431",-1,"1.00","-3.80","-0.04","8.258","4.19",2024-10-29 11:00:00,"PSY1N903",3
"29/10/2024","11:15:00","23.51","-2.057","3.813",-1.06,"1.00","-3.80","-0.27","8.251","4.19",2024-10-29 11:15:00,"PSY1N903",3
"29/10/2024","11:30:00","23.90","-2.556","3.376",-0.99,"1.00","-3.80","-0.34","8.237","4.19",2024-10-29 11:30:00,"PSY1N903",3
"29/10/2024","11:45:00","24.24","-1.973","3.621",-0.97,"1.00","-3.80","-0.26","8.226","4.19",2024-10-29 11:45:00,"PSY1N903",3
"29/10/2024","12:00:00","24.44","-2.111","3.488",-0.95,"1.00","-3.80","-0.28","8.219","4.19",2024-10-29 12:00:00,"PSY1N903",3
"29/10/2024","12:15:00","24.49","-1.403","6.389",-1.63,"1.00","-3.80","-0.18","8.219","4.19",2024-10-29 12:15:00,"PSY1N903",3
"29/10/2024","12:30:00","24.73","-2.643","3.583",-1.04,"1.00","-3.80","-0.35","8.208","4.19",2024-10-29 12:30:00,"PSY1N903",3
"29/10/2024","12:45:00","25.30","-2.083","3.833",-1.01,"1.00","-3.80","-0.27","8.187","4.19",2024-10-29 12:45:00,"PSY1N903",3
"29/10/2024","13:00:00","25.79","-2.697","3.940",-1.11,"1.00","-3.80","-0.36","8.173","4.19",2024-10-29 13:00:00,"PSY1N903",3
"29/10/2024","13:15:00","26.06","-1.837","4.259",-1.07,"1.00","-3.80","-0.24","8.161","4.19",2024-10-29 13:15:00,"PSY1N903",3
"29/10/2024","13:30:00","26.87","-1.558","4.462",-1.06,"1.00","-3.80","-0.20","8.134","4.19",2024-10-29 13:30:00,"PSY1N903",3
"29/10/2024","13:45:00","27.07","-1.252","4.418",-1,"1.00","-3.80","-0.16","8.128","4.19",2024-10-29 13:45:00,"PSY1N903",3
"29/10/2024","14:00:00","26.45","-2.017","4.798",-1.22,"1.00","-3.80","-0.26","8.148","4.19",2024-10-29 14:00:00,"PSY1N903",3
"29/10/2024","14:15:00","26.92","-1.626","4.687",-1.12,"1.00","-3.80","-0.21","8.130","4.19",2024-10-29 14:15:00,"PSY1N903",3
"29/10/2024","14:30:00","26.84","-1.617","4.837",-1.16,"1.00","-3.80","-0.21","8.134","4.19",2024-10-29 14:30:00,"PSY1N903",3
"29/10/2024","14:45:00","26.77","-0.860","5.125",-1.13,"1.00","-3.80","-0.11","8.137","4.19",2024-10-29 14:45:00,"PSY1N903",3
"29/10/2024","15:00:00","26.71","-1.768","4.700",-1.15,"1.00","-3.80","-0.23","8.137","4.19",2024-10-29 15:00:00,"PSY1N903",3
"29/10/2024","15:15:00","26.26","-1.623","4.778",-1.16,"1.00","-3.80","-0.21","8.154","4.19",2024-10-29 15:15:00,"PSY1N903",3
"29/10/2024","15:30:00","25.89","-2.242","4.189",-1.11,"1.00","-3.80","-0.30","8.168","4.19",2024-10-29 15:30:00,"PSY1N903",3
"29/10/2024","15:45:00","25.88","-2.127","4.190",-1.09,"1.00","-3.80","-0.28","8.168","4.19",2024-10-29 15:45:00,"PSY1N903",3
"29/10/2024","16:00:00","25.69","-2.186","4.384",-1.16,"1.00","-3.80","-0.29","8.175","4.19",2024-10-29 16:00:00,"PSY1N903",3
"29/10/2024","16:15:00","26.04","-2.047","4.555",-1.17,"1.00","-3.80","-0.27","8.161","4.19",2024-10-29 16:15:00,"PSY1N903",3
"29/10/2024","16:30:00","26.17","-1.721","4.522",-1.12,"1.00","-3.80","-0.23","8.159","4.19",2024-10-29 16:30:00,"PSY1N903",3
"29/10/2024","16:45:00","25.84","-0.813","5.105",-1.15,"1.00","-3.80","-0.10","8.168","4.19",2024-10-29 16:45:00,"PSY1N903",3
"29/10/2024","17:00:00","25.49","-0.030","4.418",-0.88,"1.00","-3.80","0.00","8.184","4.19",2024-10-29 17:00:00,"PSY1N903",3
"29/10/2024","17:15:00","25.22","-0.870","4.209",-0.95,"1.00","-3.80","-0.11","8.191","4.19",2024-10-29 17:15:00,"PSY1N903",3
"29/10/2024","17:30:00","25.18","-1.203","4.391",-1.04,"1.00","-3.80","-0.16","8.194","4.19",2024-10-29 17:30:00,"PSY1N903",3
"29/10/2024","17:45:00","25.06","-1.295","4.158",-1,"1.00","-3.80","-0.17","8.198","4.19",2024-10-29 17:45:00,"PSY1N903",3
"29/10/2024","18:00:00","24.67","-1.389","4.279",-1.05,"1.00","-3.80","-0.18","8.212","4.19",2024-10-29 18:00:00,"PSY1N903",3
"29/10/2024","18:15:00","24.48","-0.876","4.292",-1,"1.00","-3.80","-0.11","8.219","4.19",2024-10-29 18:15:00,"PSY1N903",3
"29/10/2024","18:30:00","24.52","-1.142","4.533",-1.09,"1.00","-3.80","-0.15","8.215","4.19",2024-10-29 18:30:00,"PSY1N903",3
"29/10/2024","18:45:00","24.15","-1.626","4.100",-1.06,"1.00","-3.80","-0.21","8.229","4.19",2024-10-29 18:45:00,"PSY1N903",3
"29/10/2024","19:00:00","24.07","-1.748","4.185",-1.1,"1.00","-3.80","-0.23","8.233","4.19",2024-10-29 19:00:00,"PSY1N903",3
"29/10/2024","19:15:00","24.16","-0.859","3.920",-0.9,"1.00","-3.80","-0.11","8.229","4.18",2024-10-29 19:15:00,"PSY1N903",3
"29/10/2024","19:30:00","24.17","-1.259","3.990",-0.98,"1.00","-3.80","-0.16","8.229","4.18",2024-10-29 19:30:00,"PSY1N903",3
"29/10/2024","19:45:00","24.05","-1.402","3.336",-0.82,"1.00","-3.80","-0.18","8.233","4.18",2024-10-29 19:45:00,"PSY1N903",3
"29/10/2024","20:00:00","23.99","-1.788","3.047",-0.8,"1.00","-3.80","-0.24","8.237","4.18",2024-10-29 20:00:00,"PSY1N903",3
"29/10/2024","20:15:00","24.40","-1.362","2.875",-0.68,"1.00","-3.80","-0.18","8.219","4.18",2024-10-29 20:15:00,"PSY1N903",3
"29/10/2024","20:30:00","24.53","-1.265","3.214",-0.76,"1.00","-3.80","-0.17","8.215","4.18",2024-10-29 20:30:00,"PSY1N903",3
"29/10/2024","20:45:00","24.53","-1.434","2.934",-0.71,"1.00","-3.80","-0.19","8.215","4.18",2024-10-29 20:45:00,"PSY1N903",3
"29/10/2024","21:00:00","24.50","-1.478","2.893",-0.7,"1.00","-3.80","-0.19","8.215","4.18",2024-10-29 21:00:00,"PSY1N903",3
"29/10/2024","21:15:00","24.67","-1.419","2.904",-0.69,"1.00","-3.80","-0.19","8.212","4.17",2024-10-29 21:15:00,"PSY1N903",3
"29/10/2024","21:30:00","24.78","-1.496","2.852",-0.69,"1.00","-3.80","-0.20","8.208","4.17",2024-10-29 21:30:00,"PSY1N903",3
"29/10/2024","21:45:00","24.81","-1.436","2.900",-0.69,"1.00","-3.80","-0.19","8.205","4.17",2024-10-29 21:45:00,"PSY1N903",3
"29/10/2024","22:00:00","24.74","-1.510","2.695",-0.65,"1.00","-3.80","-0.20","8.208","4.17",2024-10-29 22:00:00,"PSY1N903",3
"29/10/2024","22:15:00","24.65","-1.551","2.787",-0.68,"1.00","-3.80","-0.20","8.212","4.17",2024-10-29 22:15:00,"PSY1N903",3
"29/10/2024","22:30:00","24.62","-1.495","2.664",-0.64,"1.00","-3.80","-0.20","8.212","4.17",2024-10-29 22:30:00,"PSY1N903",3
"29/10/2024","22:45:00","24.58","-1.398","2.656",-0.63,"1.00","-3.80","-0.18","8.215","4.17",2024-10-29 22:45:00,"PSY1N903",3
"29/10/2024","23:00:00","24.51","-1.274","2.553",-0.58,"1.00","-3.80","-0.17","8.215","4.17",2024-10-29 23:00:00,"PSY1N903",3
"29/10/2024","23:15:00","24.51","-1.603","2.384",-0.58,"1.00","-3.80","-0.21","8.215","4.17",2024-10-29 23:15:00,"PSY1N903",3
"29/10/2024","23:30:00","24.60","-1.582","2.325",-0.56,"1.00","-3.80","-0.21","8.212","4.16",2024-10-29 23:30:00,"PSY1N903",3
"29/10/2024","23:45:00","24.63","-1.588","2.215",-0.53,"1.00","-3.80","-0.21","8.212","4.16",2024-10-29 23:45:00,"PSY1N903",3
"30/10/2024","00:00:00","23.85","0.024","2.435",-0.39,"1.00","-3.80","0.00","8.240","4.16",2024-10-30,"PSY1N903",3
"30/10/2024","00:15:00","23.15","-0.078","1.790",-0.24,"1.00","-3.80","-0.01","8.265","4.16",2024-10-30 00:15:00,"PSY1N903",3
"30/10/2024","00:30:00","22.64","-0.125","1.440",-0.15,"1.00","-3.80","-0.01","8.283","4.16",2024-10-30 00:30:00,"PSY1N903",3
"30/10/2024","00:45:00","22.14","-0.155","1.277",-0.12,"1.00","-3.80","-0.02","8.301","4.16",2024-10-30 00:45:00,"PSY1N903",3
"30/10/2024","01:00:00","21.78","-0.195","1.120",-0.08,"1.00","-3.80","-0.02","8.315","4.16",2024-10-30 01:00:00,"PSY1N903",3
"30/10/2024","01:15:00","21.47","-0.177","0.992",-0.04,"1.00","-3.80","-0.02","8.326","4.16",2024-10-30 01:15:00,"PSY1N903",3
"30/10/2024","01:30:00","21.25","-0.232","0.854",-0.01,"1.00","-3.80","-0.03","8.333","4.15",2024-10-30 01:30:00,"PSY1N903",3
"30/10/2024","01:45:00","20.95","-0.281","0.786",0,"1.00","-3.80","-0.03","8.344","4.15",2024-10-30 01:45:00,"PSY1N903",3
"30/10/2024","02:00:00","20.60","-0.310","0.000",0,"1.00","-3.80","-0.04","8.355","4.15",2024-10-30 02:00:00,"PSY1N903",3
"30/10/2024","02:15:00","20.26","-0.437","0.000",0,"1.00","-3.80","-0.06","8.370","4.15",2024-10-30 02:15:00,"PSY1N903",3
"30/10/2024","02:30:00","20.25","-0.438","0.000",0,"1.00","-3.80","-0.06","8.370","4.15",2024-10-30 02:30:00,"PSY1N903",3
"30/10/2024","02:45:00","20.20","-0.443","0.000",0,"1.00","-3.80","-0.06","8.370","4.15",2024-10-30 02:45:00,"PSY1N903",3
"30/10/2024","03:00:00","20.04","-0.581","0.000",0,"1.00","-3.80","-0.07","8.377","4.15",2024-10-30 03:00:00,"PSY1N903",3
"30/10/2024","03:15:00","19.95","-0.505","0.000",0,"1.00","-3.80","-0.06","8.381","4.15",2024-10-30 03:15:00,"PSY1N903",3
"30/10/2024","03:30:00","19.87","-0.405","0.000",0,"1.00","-3.80","-0.05","8.384","4.15",2024-10-30 03:30:00,"PSY1N903",3
"30/10/2024","03:45:00","19.74","-0.559","0.000",0,"1.00","-3.80","-0.07","8.388","4.15",2024-10-30 03:45:00,"PSY1N903",3
"30/10/2024","04:00:00","19.65","-0.491","0.000",0,"1.00","-3.80","-0.06","8.392","4.15",2024-10-30 04:00:00,"PSY1N903",3
"30/10/2024","04:15:00","19.50","-0.572","0.000",0,"1.00","-3.80","-0.07","8.395","4.14",2024-10-30 04:15:00,"PSY1N903",3
"30/10/2024","04:30:00","19.48","-0.504","0.000",0,"1.00","-3.80","-0.06","8.399","4.14",2024-10-30 04:30:00,"PSY1N903",3
"30/10/2024","04:45:00","19.45","-0.518","0.000",0,"1.00","-3.80","-0.07","8.399","4.14",2024-10-30 04:45:00,"PSY1N903",3
"30/10/2024","05:00:00","19.41","-0.502","0.000",0,"1.00","-3.80","-0.06","8.399","4.14",2024-10-30 05:00:00,"PSY1N903",3
"30/10/2024","05:15:00","19.41","-0.488","0.000",0,"1.00","-3.80","-0.06","8.399","4.14",2024-10-30 05:15:00,"PSY1N903",3
"30/10/2024","05:30:00","19.42","-0.554","0.000",0,"1.00","-3.80","-0.07","8.399","4.14",2024-10-30 05:30:00,"PSY1N903",3
"30/10/2024","05:45:00","19.42","-0.577","0.000",0,"1.00","-3.80","-0.07","8.399","4.14",2024-10-30 05:45:00,"PSY1N903",3
"30/10/2024","06:00:00","19.44","-0.677","0.000",0,"1.00","-3.80","-0.09","8.399","4.14",2024-10-30 06:00:00,"PSY1N903",3
"30/10/2024","06:15:00","19.38","-0.541","0.000",0,"1.00","-3.80","-0.07","8.403","4.13",2024-10-30 06:15:00,"PSY1N903",3
"30/10/2024","06:30:00","19.34","-0.635","0.000",0,"1.00","-3.80","-0.08","8.403","4.13",2024-10-30 06:30:00,"PSY1N903",3
"30/10/2024","06:45:00","19.34","-0.581","0.000",0,"1.00","-3.80","-0.08","8.403","4.13",2024-10-30 06:45:00,"PSY1N903",3
"30/10/2024","07:00:00","19.35","-0.657","0.000",0,"1.00","-3.80","-0.09","8.403","4.13",2024-10-30 07:00:00,"PSY1N903",3
"30/10/2024","07:15:00","19.34","-0.582","0.000",0,"1.00","-3.80","-0.08","8.403","4.13",2024-10-30 07:15:00,"PSY1N903",3
"30/10/2024","07:30:00","19.35","-0.550","0.000",0,"1.00","-3.80","-0.07","8.403","4.13",2024-10-30 07:30:00,"PSY1N903",3
"30/10/2024","07:45:00","19.23","-0.607","0.000",0,"1.00","-3.80","-0.08","8.406","4.13",2024-10-30 07:45:00,"PSY1N903",3
"30/10/2024","08:00:00","19.69","-1.934","0.123",-0.04,"1.00","-3.80","-0.26","8.392","4.13",2024-10-30 08:00:00,"PSY1N903",3
"30/10/2024","08:15:00","20.40","-2.038","0.139",-0.05,"1.00","-3.80","-0.27","8.362","4.13",2024-10-30 08:15:00,"PSY1N903",3
"30/10/2024","08:30:00","21.04","-2.107","0.307",-0.11,"1.00","-3.80","-0.28","8.341","4.13",2024-10-30 08:30:00,"PSY1N903",3
"30/10/2024","08:45:00","21.41","-2.380","0.425",-0.18,"1.00","-3.80","-0.32","8.326","4.12",2024-10-30 08:45:00,"PSY1N903",3
"30/10/2024","09:00:00","21.79","-2.234","0.675",-0.23,"1.00","-3.80","-0.30","8.315","4.12",2024-10-30 09:00:00,"PSY1N903",3
"30/10/2024","09:15:00","22.03","-1.073","1.188",-0.22,"1.00","-3.80","-0.14","8.305","4.12",2024-10-30 09:15:00,"PSY1N903",3
"30/10/2024","09:30:00","22.11","-2.083","1.519",-0.45,"1.00","-3.80","-0.28","8.301","4.12",2024-10-30 09:30:00,"PSY1N903",3
"30/10/2024","09:45:00","22.44","-1.643","1.510",-0.38,"1.00","-3.80","-0.22","8.290","4.12",2024-10-30 09:45:00,"PSY1N903",3
"30/10/2024","10:00:00","22.59","-0.868","1.394",-0.24,"1.00","-3.80","-0.11","8.287","4.12",2024-10-30 10:00:00,"PSY1N903",3
"30/10/2024","10:15:00","22.71","-1.826","1.596",-0.43,"1.00","-3.80","-0.24","8.279","4.12",2024-10-30 10:15:00,"PSY1N903",3
"30/10/2024","10:30:00","23.13","-1.468","1.596",-0.37,"1.00","-3.80","-0.19","8.265","4.12",2024-10-30 10:30:00,"PSY1N903",3
"30/10/2024","10:45:00","23.20","-1.526","1.702",-0.41,"1.00","-3.80","-0.20","8.262","4.11",2024-10-30 10:45:00,"PSY1N903",3
"30/10/2024","11:00:00","23.40","-1.700","1.497",-0.37,"1.00","-3.80","-0.23","8.254","4.11",2024-10-30 11:00:00,"PSY1N903",3
"30/10/2024","11:15:00","23.76","-2.056","1.813",-0.5,"1.00","-3.80","-0.27","8.244","4.11",2024-10-30 11:15:00,"PSY1N903",3
"30/10/2024","11:30:00","24.10","-1.647","1.508",-0.36,"1.00","-3.80","-0.22","8.229","4.11",2024-10-30 11:30:00,"PSY1N903",3
"30/10/2024","11:45:00","24.40","-1.712","1.623",-0.4,"1.00","-3.80","-0.23","8.219","4.11",2024-10-30 11:45:00,"PSY1N903",3
"30/10/2024","12:00:00","24.46","-1.267","1.878",-0.4,"1.00","-3.80","-0.17","8.219","4.11",2024-10-30 12:00:00,"PSY1N903",3
"30/10/2024","12:15:00","24.46","-1.641","1.772",-0.43,"1.00","-3.80","-0.22","8.219","4.11",2024-10-30 12:15:00,"PSY1N903",3
"30/10/2024","12:30:00","24.74","-1.513","1.685",-0.38,"1.00","-3.80","-0.20","8.208","4.11",2024-10-30 12:30:00,"PSY1N903",3
"30/10/2024","12:45:00","25.01","-1.708","1.878",-0.46,"1.00","-3.80","-0.22","8.198","4.11",2024-10-30 12:45:00,"PSY1N903",3
"30/10/2024","13:00:00","25.23","-2.263","1.773",-0.5,"1.00","-3.80","-0.30","8.191","4.11",2024-10-30 13:00:00,"PSY1N903",3
"30/10/2024","13:15:00","25.29","-1.453","1.900",-0.42,"1.00","-3.80","-0.19","8.191","4.10",2024-10-30 13:15:00,"PSY1N903",3
"30/10/2024","13:30:00","25.58","-2.227","2.003",-0.55,"1.00","-3.80","-0.29","8.180","4.10",2024-10-30 13:30:00,"PSY1N903",3
"30/10/2024","13:45:00","25.96","-0.871","2.324",-0.44,"1.00","-3.80","-0.11","8.166","4.10",2024-10-30 13:45:00,"PSY1N903",3
"30/10/2024","14:00:00","26.15","-1.971","2.214",-0.56,"1.00","-3.80","-0.26","8.159","4.10",2024-10-30 14:00:00,"PSY1N903",3
"30/10/2024","14:15:00","26.06","-2.245","2.139",-0.58,"1.00","-3.80","-0.30","8.161","4.10",2024-10-30 14:15:00,"PSY1N903",3
"30/10/2024","14:30:00","25.97","-1.711","2.277",-0.54,"1.00","-3.80","-0.22","8.166","4.10",2024-10-30 14:30:00,"PSY1N903",3
"30/10/2024","14:45:00","26.23","-1.635","2.453",-0.58,"1.00","-3.80","-0.21","8.154","4.10",2024-10-30 14:45:00,"PSY1N903",3
"30/10/2024","15:00:00","26.09","-1.132","2.517",-0.53,"1.00","-3.80","-0.15","8.161","4.10",2024-10-30 15:00:00,"PSY1N903",3
"30/10/2024","15:15:00","26.24","-2.013","2.623",-0.67,"1.00","-3.80","-0.26","8.154","4.09",2024-10-30 15:15:00,"PSY1N903",3
"30/10/2024","15:30:00","26.35","-1.767","2.609",-0.63,"1.00","-3.80","-0.23","8.152","4.09",2024-10-30 15:30:00,"PSY1N903",3
"30/10/2024","15:45:00","26.41","-0.963","2.726",-0.55,"1.00","-3.80","-0.12","8.148","4.09",2024-10-30 15:45:00,"PSY1N903",3
"30/10/2024","16:00:00","26.42","-1.046","2.797",-0.58,"1.00","-3.80","-0.13","8.148","4.09",2024-10-30 16:00:00,"PSY1N903",3
"30/10/2024","16:15:00","26.26","-0.880","2.916",-0.59,"1.00","-3.80","-0.11","8.154","4.09",2024-10-30 16:15:00,"PSY1N903",3
"30/10/2024","16:30:00","25.95","-1.786","2.572",-0.63,"1.00","-3.80","-0.23","8.166","4.09",2024-10-30 16:30:00,"PSY1N903",3
"30/10/2024","16:45:00","25.62","-1.769","2.618",-0.65,"1.00","-3.80","-0.23","8.175","4.09",2024-10-30 16:45:00,"PSY1N903",3
"30/10/2024","17:00:00","25.47","-1.467","2.316",-0.53,"1.00","-3.80","-0.19","8.184","4.09",2024-10-30 17:00:00,"PSY1N903",3
"30/10/2024","17:15:00","25.29","-1.603","2.491",-0.6,"1.00","-3.80","-0.21","8.191","4.09",2024-10-30 17:15:00,"PSY1N903",3
"30/10/2024","17:30:00","24.76","-2.115","2.143",-0.58,"1.00","-3.80","-0.28","8.208","4.13",2024-10-30 17:30:00,"PSY1N903",3
"30/10/2024","17:45:00","25.46","-2.033","2.323",-0.61,"1.00","-3.80","-0.27","8.184","4.15",2024-10-30 17:45:00,"PSY1N903",3
"30/10/2024","18:00:00","25.82","-1.867","2.585",-0.65,"1.00","-3.80","-0.25","8.168","4.18",2024-10-30 18:00:00,"PSY1N903",3
"30/10/2024","18:15:00","25.58","-1.747","2.549",-0.63,"1.00","-3.80","-0.23","8.180","4.18",2024-10-30 18:15:00,"PSY1N903",3
"30/10/2024","18:30:00","25.71","-1.419","2.670",-0.61,"1.00","-3.80","-0.19","8.173","4.19",2024-10-30 18:30:00,"PSY1N903",3
"30/10/2024","18:45:00","25.32","-1.466","2.894",-0.68,"1.00","-3.80","-0.19","8.187","4.19",2024-10-30 18:45:00,"PSY1N903",3
"30/10/2024","19:00:00","25.06","-1.079","2.978",-0.66,"1.00","-3.80","-0.14","8.198","4.19",2024-10-30 19:00:00,"PSY1N903",3
"30/10/2024","19:15:00","24.69","-1.271","3.111",-0.73,"1.00","-3.80","-0.17","8.212","4.19",2024-10-30 19:15:00,"PSY1N903",3
"30/10/2024","19:30:00","24.63","-0.855","3.194",-0.7,"1.00","-3.80","-0.11","8.212","4.19",2024-10-30 19:30:00,"PSY1N903",3
"30/10/2024","19:45:00","24.43","-0.842","3.481",-0.78,"1.00","-3.80","-0.11","8.219","4.19",2024-10-30 19:45:00,"PSY1N903",3
"30/10/2024","20:00:00","24.60","-1.741","2.944",-0.75,"1.00","-3.80","-0.23","8.212","4.19",2024-10-30 20:00:00,"PSY1N903",3
"30/10/2024","20:15:00","24.89","-1.224","3.286",-0.76,"1.00","-3.80","-0.16","8.205","4.19",2024-10-30 20:15:00,"PSY1N903",3
"30/10/2024","20:30:00","24.61","-1.514","3.280",-0.81,"1.00","-3.80","-0.20","8.212","4.19",2024-10-30 20:30:00,"PSY1N903",3
"30/10/2024","20:45:00","24.62","-1.193","3.563",-0.84,"1.00","-3.80","-0.16","8.212","4.19",2024-10-30 20:45:00,"PSY1N903",3
"30/10/2024","21:00:00","24.63","-1.425","3.410",-0.83,"1.00","-3.80","-0.19","8.212","4.19",2024-10-30 21:00:00,"PSY1N903",3
"30/10/2024","21:15:00","24.59","-0.865","3.452",-0.77,"1.00","-3.80","-0.11","8.215","4.19",2024-10-30 21:15:00,"PSY1N903",3
"30/10/2024","21:30:00","24.62","-0.854","3.540",-0.79,"1.00","-3.80","-0.11","8.212","4.19",2024-10-30 21:30:00,"PSY1N903",3
"30/10/2024","21:45:00","24.38","-0.636","3.464",-0.74,"1.00","-3.80","-0.08","8.222","4.19",2024-10-30 21:45:00,"PSY1N903",3
"30/10/2024","22:00:00","24.24","-1.304","3.238",-0.78,"1.00","-3.80","-0.17","8.226","4.19",2024-10-30 22:00:00,"PSY1N903",3
"30/10/2024","22:15:00","24.06","-1.049","3.039",-0.69,"1.00","-3.80","-0.14","8.233","4.19",2024-10-30 22:15:00,"PSY1N903",3
"30/10/2024","22:30:00","24.16","-1.588","3.264",-0.82,"1.00","-3.80","-0.21","8.229","4.19",2024-10-30 22:30:00,"PSY1N903",3
"30/10/2024","22:45:00","24.07","-0.683","3.244",-0.7,"1.00","-3.80","-0.09","8.233","4.19",2024-10-30 22:45:00,"PSY1N903",3
"30/10/2024","23:00:00","23.87","-1.629","3.235",-0.83,"1.00","-3.80","-0.22","8.240","4.19",2024-10-30 23:00:00,"PSY1N903",3
"30/10/2024","23:15:00","24.04","-1.483","3.129",-0.78,"1.00","-3.80","-0.20","8.233","4.19",2024-10-30 23:15:00,"PSY1N903",3
"30/10/2024","23:30:00","24.14","-1.599","3.055",-0.77,"1.00","-3.80","-0.21","8.229","4.19",2024-10-30 23:30:00,"PSY1N903",3
"30/10/2024","23:45:00","24.10","-1.606","3.003",-0.76,"1.00","-3.80","-0.21","8.229","4.19",2024-10-30 23:45:00,"PSY1N903",3
"31/10/2024","00:00:00","23.54","-0.148","2.865",-0.54,"1.00","-3.80","-0.02","8.251","4.19",2024-10-31,"PSY1N903",3
"31/10/2024","00:15:00","22.94","-0.134","2.181",-0.36,"1.00","-3.80","-0.01","8.272","4.19",2024-10-31 00:15:00,"PSY1N903",3
"31/10/2024","00:30:00","22.48","0.079","1.772",-0.22,"1.00","-3.80","0.01","8.290","4.19",2024-10-31 00:30:00,"PSY1N903",3
"31/10/2024","00:45:00","22.06","-0.195","1.544",-0.2,"1.00","-3.80","-0.02","8.305","4.19",2024-10-31 00:45:00,"PSY1N903",3
"31/10/2024","01:00:00","21.58","0.443","1.527",-0.11,"1.00","-3.80","0.06","8.323","4.19",2024-10-31 01:00:00,"PSY1N903",3
"31/10/2024","01:15:00","21.01","-0.033","1.515",-0.18,"1.00","-3.80","0.00","8.341","4.19",2024-10-31 01:15:00,"PSY1N903",3
