Serial Number:,PSY1N909
APP Serial #:,03000C42
Head Serial #:,4085
App Ver:,R1-7-8
COM Ver:,R2-6-8
Instrument Name:,2p 
Instrument Comment:,
Cooling Time:,10,seconds
Waiting Time:,6,seconds
Warming Duration:,0,seconds
Wait before measurement:,15,seconds
Chamber Heating Duration:,0,seconds
Chamber Heating Schedule:,continuous 
C1:,0.0270
C2:,0.3250
Date,Time,Chamber Temperature (°C),dT (µV),Wet Bulb Depression (µV),Corrected Water Potential (MPa),Intercept,Slope,EDBO,Correction for dT (MPa),Correction Factor,Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Comment
26/10/2024,07:15:00,19.68,-1.007,1.366,-0.29,1.00,-3.80,-0.661,-0.13,8.392,4.15,21.90 ,present ,24.06 ,21.30 ,
26/10/2024,07:30:00,20.28,-0.897,1.799,-0.40,1.00,-3.80,-0.745,-0.12,8.370,4.15,22.80 ,present ,24.06 ,21.60 ,
26/10/2024,07:45:00,20.73,-0.916,2.162,-0.50,1.00,-3.80,-0.713,-0.12,8.352,4.15,23.40 ,present ,24.06 ,21.30 ,
26/10/2024,08:00:00,20.89,-0.963,2.372,-0.57,1.00,-3.80,-0.750,-0.13,8.348,4.15,23.90 ,present ,24.06 ,21.30 ,
26/10/2024,08:15:00,20.94,-0.689,2.401,-0.54,1.00,-3.80,-0.796,-0.09,8.344,4.15,24.40 ,present ,24.06 ,21.30 ,
26/10/2024,08:30:00,20.84,-0.909,2.321,-0.54,1.00,-3.80,-0.801,-0.12,8.348,4.15,24.40 ,present ,24.06 ,21.60 ,
26/10/2024,08:45:00,20.85,-0.835,2.467,-0.58,1.00,-3.80,-0.821,-0.11,8.348,4.15,24.20 ,present ,24.06 ,21.30 ,
26/10/2024,09:00:00,20.97,-0.666,2.425,-0.54,1.00,-3.80,-0.859,-0.09,8.344,4.15,24.50 ,present ,24.06 ,21.00 ,
26/10/2024,09:15:00,21.48,-0.922,2.645,-0.63,1.00,-3.80,-0.695,-0.12,8.326,4.15,24.70 ,present ,24.06 ,21.00 ,
26/10/2024,09:30:00,21.86,-1.273,2.873,-0.73,1.00,-3.80,-1.006,-0.17,8.312,4.15,24.90 ,present ,24.06 ,21.30 ,
26/10/2024,09:45:00,22.30,-1.762,2.584,-0.70,1.00,-3.80,-1.144,-0.23,8.294,4.15,25.60 ,present ,24.06 ,21.00 ,
26/10/2024,10:00:00,22.77,-1.642,2.527,-0.66,1.00,-3.80,-1.089,-0.22,8.279,4.15,25.80 ,present ,24.06 ,21.30 ,
26/10/2024,10:15:00,23.19,-1.641,2.760,-0.72,1.00,-3.80,-1.282,-0.22,8.265,4.15,26.30 ,present ,24.06 ,21.30 ,
26/10/2024,10:30:00,23.82,-1.681,2.614,-0.67,1.00,-3.80,-1.135,-0.22,8.240,4.15,27.10 ,present ,24.06 ,21.30 ,
26/10/2024,10:45:00,24.23,-1.616,3.027,-0.76,1.00,-3.80,-1.243,-0.21,8.226,4.15,27.60 ,present ,24.06 ,21.60 ,
26/10/2024,11:00:00,24.71,-1.513,2.928,-0.71,1.00,-3.80,-1.049,-0.20,8.208,4.15,28.20 ,present ,24.06 ,21.30 ,
26/10/2024,11:15:00,25.06,-1.640,3.222,-0.80,1.00,-3.80,-1.188,-0.22,8.198,4.15,28.70 ,present ,24.06 ,21.30 ,
26/10/2024,11:30:00,25.45,-0.727,5.587,-1.28,1.00,-3.80,-0.833,-0.09,8.184,4.16,29.20 ,present ,24.06 ,21.30 ,
26/10/2024,11:45:00,26.06,-1.596,3.305,-0.79,1.00,-3.80,-1.254,-0.21,8.161,4.15,29.60 ,present ,24.06 ,21.30 ,
26/10/2024,12:00:00,26.56,-1.594,3.044,-0.71,1.00,-3.80,-1.266,-0.21,8.145,4.16,30.00 ,present ,24.06 ,21.30 ,
26/10/2024,12:15:00,27.18,-0.754,2.984,-0.57,1.00,-3.80,-0.852,-0.10,8.123,4.16,30.40 ,present ,24.06 ,21.30 ,
26/10/2024,12:30:00,27.16,-1.044,3.136,-0.65,1.00,-3.80,-0.946,-0.13,8.123,4.16,31.00 ,present ,24.06 ,21.60 ,
26/10/2024,12:45:00,27.58,-2.541,2.928,-0.79,1.00,-3.80,-1.764,-0.33,8.109,4.16,31.60 ,present ,24.06 ,21.30 ,
26/10/2024,13:00:00,27.60,-1.324,3.542,-0.78,1.00,-3.80,-1.240,-0.17,8.107,4.16,31.80 ,present ,24.06 ,21.30 ,
26/10/2024,13:15:00,27.31,-1.703,3.442,-0.81,1.00,-3.80,-1.451,-0.22,8.116,4.16,31.70 ,present ,24.06 ,21.30 ,
26/10/2024,13:30:00,27.44,-1.755,3.271,-0.77,1.00,-3.80,-1.455,-0.23,8.114,4.16,31.50 ,present ,24.06 ,21.30 ,
26/10/2024,13:45:00,27.16,-1.338,3.709,-0.83,1.00,-3.80,-1.152,-0.17,8.123,4.16,31.50 ,present ,24.06 ,21.30 ,
26/10/2024,14:00:00,27.20,-1.689,3.398,-0.80,1.00,-3.80,-1.316,-0.22,8.121,4.16,31.30 ,present ,24.06 ,21.30 ,
26/10/2024,14:15:00,27.03,-1.171,4.565,-1.03,1.00,-3.80,-1.083,-0.15,8.128,4.16,31.40 ,present ,24.06 ,21.30 ,
26/10/2024,14:30:00,27.20,-1.619,4.895,-1.16,1.00,-3.80,-1.378,-0.21,8.121,4.16,31.40 ,present ,24.06 ,21.30 ,
26/10/2024,14:45:00,27.25,-1.613,3.558,-0.83,1.00,-3.80,-1.226,-0.21,8.121,4.16,31.30 ,present ,24.06 ,21.60 ,
26/10/2024,15:00:00,27.45,-1.076,4.733,-1.04,1.00,-3.80,-0.969,-0.14,8.114,4.16,31.40 ,present ,24.06 ,21.60 ,
26/10/2024,15:15:00,27.05,-0.759,4.606,-0.98,1.00,-3.80,-1.275,-0.10,8.128,4.15,29.30 ,not present ,0.00 ,0.00 ,
26/10/2024,15:30:00,26.72,-1.941,3.298,-0.82,1.00,-3.80,-1.364,-0.25,8.137,4.14,28.30 ,not present ,0.00 ,0.00 ,
26/10/2024,15:45:00,27.01,-1.706,5.784,-1.40,1.00,-3.80,-1.134,-0.22,8.128,4.14,28.10 ,not present ,0.00 ,0.00 ,
26/10/2024,16:00:00,27.19,-1.288,4.248,-0.96,1.00,-3.80,-1.043,-0.17,8.123,4.14,28.10 ,not present ,0.00 ,0.00 ,
26/10/2024,16:15:00,27.27,-0.760,3.893,-0.80,1.00,-3.80,-0.785,-0.10,8.121,4.14,28.20 ,not present ,0.00 ,0.00 ,
26/10/2024,16:30:00,27.14,-0.846,3.630,-0.75,1.00,-3.80,-0.698,-0.11,8.123,4.14,28.30 ,not present ,0.00 ,0.00 ,
26/10/2024,16:45:00,27.01,-1.308,3.675,-0.82,1.00,-3.80,-1.076,-0.17,8.128,4.14,28.20 ,not present ,0.00 ,0.00 ,
26/10/2024,17:00:00,26.75,-0.546,3.892,-0.78,1.00,-3.80,-0.649,-0.07,8.137,4.14,27.90 ,not present ,0.00 ,0.00 ,
26/10/2024,17:15:00,26.62,-1.364,3.689,-0.84,1.00,-3.80,-0.932,-0.18,8.141,4.14,27.40 ,not present ,0.00 ,0.00 ,
26/10/2024,17:30:00,26.80,-1.423,3.802,-0.88,1.00,-3.80,-1.040,-0.18,8.134,4.14,27.60 ,not present ,0.00 ,0.00 ,
26/10/2024,17:45:00,26.85,-1.529,3.685,-0.86,1.00,-3.80,-1.013,-0.20,8.134,4.13,27.60 ,not present ,0.00 ,0.00 ,
26/10/2024,18:00:00,26.82,-1.053,3.924,-0.86,1.00,-3.80,-0.972,-0.14,8.134,4.13,27.60 ,not present ,0.00 ,0.00 ,
26/10/2024,18:15:00,26.71,-0.919,3.877,-0.83,1.00,-3.80,-0.808,-0.12,8.137,4.13,27.40 ,not present ,0.00 ,0.00 ,
26/10/2024,18:30:00,26.45,-1.250,3.765,-0.85,1.00,-3.80,-1.123,-0.16,8.148,4.13,27.20 ,not present ,0.00 ,0.00 ,
26/10/2024,18:45:00,26.53,-1.101,3.873,-0.86,1.00,-3.80,-0.888,-0.14,8.145,4.13,27.10 ,not present ,0.00 ,0.00 ,
26/10/2024,19:00:00,26.45,-1.240,4.106,-0.94,1.00,-3.80,-0.925,-0.16,8.148,4.13,27.20 ,not present ,0.00 ,0.00 ,
26/10/2024,19:15:00,26.27,-0.836,4.037,-0.87,1.00,-3.80,-0.767,-0.11,8.154,4.13,27.00 ,not present ,0.00 ,0.00 ,
26/10/2024,19:30:00,26.04,-1.219,4.052,-0.93,1.00,-3.80,-0.932,-0.16,8.161,4.12,26.90 ,not present ,0.00 ,0.00 ,
26/10/2024,19:45:00,25.87,-0.637,4.179,-0.89,1.00,-3.80,-0.601,-0.08,8.168,4.12,26.60 ,not present ,0.00 ,0.00 ,
26/10/2024,20:00:00,25.69,-0.602,4.405,-0.95,1.00,-3.80,-0.649,-0.08,8.175,4.12,26.40 ,not present ,0.00 ,0.00 ,
26/10/2024,20:15:00,25.53,-1.318,3.869,-0.91,1.00,-3.80,-0.855,-0.17,8.180,4.12,26.30 ,not present ,0.00 ,0.00 ,
26/10/2024,20:30:00,25.74,-0.742,3.925,-0.84,1.00,-3.80,-0.523,-0.09,8.173,4.12,26.20 ,not present ,0.00 ,0.00 ,
26/10/2024,20:45:00,25.66,-1.034,4.048,-0.92,1.00,-3.80,-0.814,-0.13,8.175,4.12,26.10 ,not present ,0.00 ,0.00 ,
26/10/2024,21:00:00,25.63,-1.061,4.019,-0.91,1.00,-3.80,-0.882,-0.14,8.175,4.12,26.10 ,not present ,0.00 ,0.00 ,
26/10/2024,21:15:00,25.43,-0.671,3.974,-0.86,1.00,-3.80,-0.666,-0.09,8.184,4.12,25.90 ,not present ,0.00 ,0.00 ,
26/10/2024,21:30:00,25.21,-0.898,3.760,-0.84,1.00,-3.80,-0.806,-0.12,8.191,4.12,25.80 ,not present ,0.00 ,0.00 ,
26/10/2024,21:45:00,25.11,-0.796,3.986,-0.88,1.00,-3.80,-0.700,-0.10,8.194,4.11,25.70 ,not present ,0.00 ,0.00 ,
26/10/2024,22:00:00,25.07,-1.269,3.671,-0.87,1.00,-3.80,-0.945,-0.17,8.198,4.11,25.50 ,not present ,0.00 ,0.00 ,
26/10/2024,22:15:00,25.20,-0.981,3.801,-0.86,1.00,-3.80,-0.721,-0.13,8.191,4.11,25.50 ,not present ,0.00 ,0.00 ,
26/10/2024,22:30:00,25.16,-1.120,3.788,-0.87,1.00,-3.80,-0.902,-0.15,8.194,4.11,25.50 ,not present ,0.00 ,0.00 ,
26/10/2024,22:45:00,24.97,-1.004,3.765,-0.86,1.00,-3.80,-0.815,-0.13,8.201,4.11,25.40 ,not present ,0.00 ,0.00 ,
26/10/2024,23:00:00,24.16,0.263,4.687,-0.96,1.00,-3.80,-0.419,0.03,8.229,4.11,24.90 ,not present ,0.00 ,0.00 ,
26/10/2024,23:15:00,23.04,0.441,4.034,-0.79,1.00,-3.80,-0.333,0.05,8.269,4.11,23.70 ,not present ,0.00 ,0.00 ,
26/10/2024,23:30:00,22.29,0.221,3.772,-0.77,1.00,-3.80,-0.343,0.03,8.297,4.11,22.80 ,not present ,0.00 ,0.00 ,
26/10/2024,23:45:00,21.82,-0.033,3.403,-0.72,1.00,-3.80,-0.353,0.00,8.312,4.10,21.90 ,not present ,0.00 ,0.00 ,
27/10/2024,00:00:00,21.50,-0.164,3.176,-0.68,1.00,-3.80,-0.373,-0.02,8.323,4.10,21.30 ,not present ,0.00 ,0.00 ,
27/10/2024,00:15:00,21.27,0.075,3.053,-0.61,1.00,-3.80,-0.242,0.01,8.333,4.10,20.80 ,not present ,0.00 ,0.00 ,
27/10/2024,00:30:00,21.04,0.009,2.947,-0.60,1.00,-3.80,-0.261,0.00,8.341,4.10,20.40 ,not present ,0.00 ,0.00 ,
27/10/2024,00:45:00,20.77,-0.105,2.765,-0.57,1.00,-3.80,-0.284,-0.01,8.352,4.10,20.10 ,not present ,0.00 ,0.00 ,
27/10/2024,01:00:00,20.54,-0.294,2.628,-0.56,1.00,-3.80,-0.250,-0.04,8.359,4.10,19.79 ,not present ,0.00 ,0.00 ,
27/10/2024,01:15:00,20.36,-0.175,2.565,-0.53,1.00,-3.80,-0.309,-0.02,8.366,4.10,19.60 ,not present ,0.00 ,0.00 ,
27/10/2024,01:30:00,20.13,-0.145,2.429,-0.49,1.00,-3.80,-0.251,-0.01,8.373,4.10,19.50 ,not present ,0.00 ,0.00 ,
27/10/2024,01:45:00,20.05,-0.228,2.350,-0.48,1.00,-3.80,-0.202,-0.03,8.377,4.10,19.20 ,not present ,0.00 ,0.00 ,
27/10/2024,02:00:00,19.94,-0.132,2.282,-0.45,1.00,-3.80,-0.191,-0.01,8.381,4.10,19.10 ,not present ,0.00 ,0.00 ,
27/10/2024,02:15:00,19.88,-0.226,2.240,-0.45,1.00,-3.80,-0.191,-0.03,8.384,4.09,19.00 ,not present ,0.00 ,0.00 ,
27/10/2024,02:30:00,19.72,0.194,2.266,-0.40,1.00,-3.80,-0.047,0.02,8.388,4.09,18.79 ,not present ,0.00 ,0.00 ,
27/10/2024,02:45:00,19.61,-0.109,2.127,-0.40,1.00,-3.80,-0.225,-0.01,8.392,4.09,18.79 ,not present ,0.00 ,0.00 ,
27/10/2024,03:00:00,19.60,-0.300,2.025,-0.40,1.00,-3.80,-0.208,-0.04,8.392,4.09,18.79 ,not present ,0.00 ,0.00 ,
27/10/2024,03:15:00,19.49,-0.298,2.015,-0.40,1.00,-3.80,-0.146,-0.04,8.399,4.09,18.50 ,not present ,0.00 ,0.00 ,
27/10/2024,03:30:00,19.41,-0.303,2.008,-0.40,1.00,-3.80,-0.248,-0.04,8.399,4.09,18.60 ,not present ,0.00 ,0.00 ,
27/10/2024,03:45:00,19.40,-0.172,1.902,-0.35,1.00,-3.80,-0.263,-0.02,8.399,4.09,18.50 ,not present ,0.00 ,0.00 ,
27/10/2024,04:00:00,19.42,-0.253,1.880,-0.35,1.00,-3.80,-0.230,-0.03,8.399,4.09,18.40 ,not present ,0.00 ,0.00 ,
27/10/2024,04:15:00,19.39,-0.185,1.846,-0.33,1.00,-3.80,-0.182,-0.02,8.403,4.09,18.40 ,not present ,0.00 ,0.00 ,
27/10/2024,04:30:00,19.36,-0.341,1.795,-0.34,1.00,-3.80,-0.252,-0.04,8.403,4.08,18.40 ,not present ,0.00 ,0.00 ,
27/10/2024,04:45:00,19.26,-0.155,1.858,-0.33,1.00,-3.80,-0.154,-0.02,8.406,4.08,18.29 ,not present ,0.00 ,0.00 ,
27/10/2024,05:00:00,19.25,-0.182,1.784,-0.31,1.00,-3.80,-0.236,-0.02,8.406,4.08,18.29 ,not present ,0.00 ,0.00 ,
27/10/2024,05:15:00,19.23,-0.241,1.739,-0.31,1.00,-3.80,-0.088,-0.03,8.406,4.08,18.20 ,not present ,0.00 ,0.00 ,
27/10/2024,05:30:00,19.22,-0.120,1.717,-0.28,1.00,-3.80,-0.189,-0.01,8.406,4.08,18.29 ,not present ,0.00 ,0.00 ,
27/10/2024,05:45:00,19.24,-0.281,1.741,-0.31,1.00,-3.80,-0.267,-0.03,8.406,4.08,18.29 ,not present ,0.00 ,0.00 ,
27/10/2024,06:00:00,19.25,-0.195,1.696,-0.29,1.00,-3.80,-0.231,-0.02,8.406,4.08,18.29 ,not present ,0.00 ,0.00 ,
27/10/2024,06:15:00,19.23,-0.145,1.623,-0.26,1.00,-3.80,-0.264,-0.02,8.406,4.08,18.29 ,not present ,0.00 ,0.00 ,
27/10/2024,06:30:00,19.23,-0.229,1.566,-0.25,1.00,-3.80,-0.180,-0.03,8.406,4.07,18.29 ,not present ,0.00 ,0.00 ,
27/10/2024,06:45:00,19.24,-0.260,1.588,-0.26,1.00,-3.80,-0.357,-0.03,8.406,4.07,18.20 ,not present ,0.00 ,0.00 ,
27/10/2024,07:00:00,19.24,-0.188,1.571,-0.25,1.00,-3.80,-0.234,-0.02,8.406,4.07,18.20 ,not present ,0.00 ,0.00 ,
27/10/2024,07:15:00,19.23,-0.109,1.578,-0.24,1.00,-3.80,-0.182,-0.01,8.406,4.07,18.20 ,not present ,0.00 ,0.00 ,
27/10/2024,07:30:00,19.30,-0.339,1.561,-0.26,1.00,-3.80,-0.205,-0.04,8.403,4.07,18.20 ,not present ,0.00 ,0.00 ,
27/10/2024,07:45:00,19.38,-0.239,1.663,-0.28,1.00,-3.80,-0.168,-0.03,8.403,4.07,18.29 ,not present ,0.00 ,0.00 ,
27/10/2024,08:00:00,20.09,-1.570,1.234,-0.32,1.00,-3.80,-0.635,-0.21,8.377,4.07,18.79 ,not present ,0.00 ,0.00 ,
27/10/2024,08:15:00,21.01,-1.371,1.699,-0.42,1.00,-3.80,-0.606,-0.18,8.341,4.07,19.79 ,not present ,0.00 ,0.00 ,
27/10/2024,08:30:00,21.61,-0.604,2.210,-0.45,1.00,-3.80,-0.341,-0.08,8.319,4.07,20.60 ,not present ,0.00 ,0.00 ,
27/10/2024,08:45:00,22.11,-1.045,2.480,-0.58,1.00,-3.80,-0.642,-0.14,8.301,4.07,21.40 ,not present ,0.00 ,0.00 ,
27/10/2024,09:00:00,22.07,-0.981,2.620,-0.61,1.00,-3.80,-0.726,-0.13,8.305,4.07,21.90 ,not present ,0.00 ,0.00 ,
27/10/2024,09:15:00,22.29,-1.191,2.931,-0.73,1.00,-3.80,-0.746,-0.16,8.297,4.06,22.30 ,not present ,0.00 ,0.00 ,
27/10/2024,09:30:00,22.48,-1.145,2.737,-0.66,1.00,-3.80,-0.753,-0.15,8.290,4.06,22.50 ,not present ,0.00 ,0.00 ,
27/10/2024,09:45:00,22.92,-1.631,2.817,-0.74,1.00,-3.80,-0.956,-0.22,8.272,4.06,22.70 ,not present ,0.00 ,0.00 ,
27/10/2024,10:00:00,23.49,-1.540,3.093,-0.79,1.00,-3.80,-0.780,-0.20,8.254,4.06,23.20 ,not present ,0.00 ,0.00 ,
27/10/2024,10:15:00,23.88,-1.383,3.235,-0.80,1.00,-3.80,-0.766,-0.18,8.240,4.06,23.60 ,not present ,0.00 ,0.00 ,
27/10/2024,10:30:00,24.10,-1.593,3.126,-0.79,1.00,-3.80,-0.948,-0.21,8.229,4.06,24.10 ,not present ,0.00 ,0.00 ,
27/10/2024,10:45:00,24.27,-1.478,3.057,-0.75,1.00,-3.80,-0.885,-0.19,8.226,4.06,24.60 ,not present ,0.00 ,0.00 ,
27/10/2024,11:00:00,24.68,-1.757,3.327,-0.85,1.00,-3.80,-1.041,-0.23,8.212,4.06,25.00 ,not present ,0.00 ,0.00 ,
27/10/2024,11:15:00,25.05,-1.381,3.574,-0.86,1.00,-3.80,-0.977,-0.18,8.198,4.06,25.60 ,not present ,0.00 ,0.00 ,
27/10/2024,11:30:00,25.42,-1.673,3.643,-0.90,1.00,-3.80,-1.063,-0.22,8.184,4.05,25.80 ,not present ,0.00 ,0.00 ,
27/10/2024,11:45:00,25.90,-1.485,3.515,-0.83,1.00,-3.80,-0.924,-0.19,8.166,4.05,26.20 ,not present ,0.00 ,0.00 ,
27/10/2024,12:00:00,25.86,-1.801,3.845,-0.96,1.00,-3.80,-1.220,-0.24,8.168,4.05,26.70 ,not present ,0.00 ,0.00 ,
27/10/2024,12:15:00,26.25,-1.234,3.631,-0.82,1.00,-3.80,-0.833,-0.16,8.154,4.05,27.00 ,not present ,0.00 ,0.00 ,
27/10/2024,12:30:00,26.39,-1.319,4.106,-0.95,1.00,-3.80,-1.055,-0.17,8.152,4.05,27.30 ,not present ,0.00 ,0.00 ,
27/10/2024,12:45:00,26.42,-1.311,4.130,-0.95,1.00,-3.80,-1.045,-0.17,8.148,4.05,27.30 ,not present ,0.00 ,0.00 ,
27/10/2024,13:00:00,26.34,-1.064,4.373,-0.98,1.00,-3.80,-0.906,-0.14,8.152,4.05,27.30 ,not present ,0.00 ,0.00 ,
27/10/2024,13:15:00,26.14,-1.288,4.173,-0.97,1.00,-3.80,-1.132,-0.17,8.159,4.05,27.10 ,not present ,0.00 ,0.00 ,
27/10/2024,13:30:00,26.29,-1.522,4.542,-1.09,1.00,-3.80,-0.959,-0.20,8.154,4.05,27.10 ,not present ,0.00 ,0.00 ,
27/10/2024,13:45:00,26.32,-1.377,4.232,-0.99,1.00,-3.80,-1.092,-0.18,8.152,4.05,27.10 ,not present ,0.00 ,0.00 ,
27/10/2024,14:00:00,26.35,-1.466,3.904,-0.92,1.00,-3.80,-1.007,-0.19,8.152,4.05,27.20 ,not present ,0.00 ,0.00 ,
27/10/2024,14:15:00,26.54,-1.172,4.281,-0.97,1.00,-3.80,-0.923,-0.15,8.145,4.05,27.60 ,not present ,0.00 ,0.00 ,
27/10/2024,14:30:00,26.87,-1.897,3.952,-0.98,1.00,-3.80,-1.254,-0.25,8.134,4.04,27.90 ,not present ,0.00 ,0.00 ,
27/10/2024,14:45:00,27.18,-1.056,4.833,-1.07,1.00,-3.80,-0.849,-0.14,8.123,4.04,28.10 ,not present ,0.00 ,0.00 ,
27/10/2024,15:00:00,27.00,-1.364,4.459,-1.03,1.00,-3.80,-1.124,-0.18,8.128,4.04,28.00 ,not present ,0.00 ,0.00 ,
27/10/2024,15:15:00,26.94,-1.176,4.228,-0.95,1.00,-3.80,-0.933,-0.15,8.130,4.04,27.90 ,not present ,0.00 ,0.00 ,
27/10/2024,15:30:00,27.00,-1.299,4.553,-1.04,1.00,-3.80,-1.009,-0.17,8.128,4.04,27.80 ,not present ,0.00 ,0.00 ,
27/10/2024,15:45:01,27.15,-1.682,4.030,-0.96,1.00,-3.80,-1.238,-0.22,8.123,4.05,28.20 ,present ,USB ,USB ,
27/10/2024,16:00:00,27.32,-0.937,4.117,-0.88,1.00,-3.80,-1.247,-0.12,8.116,4.06,31.70 ,present ,24.04 ,37.20 ,
27/10/2024,16:15:00,27.12,-0.966,4.031,-0.86,1.00,-3.80,-1.505,-0.12,8.123,4.07,33.09 ,present ,24.04 ,37.20 ,
27/10/2024,16:30:00,27.27,-1.171,3.711,-0.81,1.00,-3.80,-1.385,-0.15,8.121,4.08,33.70 ,present ,24.05 ,37.50 ,
27/10/2024,16:45:00,27.44,-0.863,3.745,-0.77,1.00,-3.80,-1.322,-0.11,8.114,4.09,34.20 ,present ,24.04 ,37.20 ,
27/10/2024,17:00:00,27.35,-0.624,3.693,-0.73,1.00,-3.80,-1.430,-0.08,8.116,4.09,34.20 ,present ,24.04 ,37.20 ,
27/10/2024,17:15:00,27.14,-0.499,3.566,-0.69,1.00,-3.80,-1.430,-0.06,8.123,4.10,34.30 ,present ,24.05 ,37.50 ,
27/10/2024,17:30:00,26.85,-0.548,3.296,-0.63,1.00,-3.80,-1.420,-0.07,8.134,4.11,34.09 ,present ,24.04 ,37.20 ,
27/10/2024,17:45:00,26.72,-0.655,3.372,-0.67,1.00,-3.80,-1.349,-0.08,8.137,4.12,33.70 ,present ,24.08 ,36.59 ,
27/10/2024,18:00:00,26.36,-0.293,3.737,-0.72,1.00,-3.80,-1.097,-0.03,8.152,4.13,33.30 ,present ,24.06 ,35.09 ,
27/10/2024,18:15:00,25.94,-0.145,3.611,-0.68,1.00,-3.80,-1.252,-0.01,8.166,4.14,32.70 ,present ,24.06 ,34.20 ,
27/10/2024,18:30:00,25.17,-0.207,3.327,-0.63,1.00,-3.80,-1.290,-0.02,8.194,4.14,32.09 ,present ,24.05 ,33.59 ,
27/10/2024,18:45:00,24.75,-0.061,3.154,-0.58,1.00,-3.80,-1.174,0.00,8.208,4.15,31.40 ,present ,24.04 ,32.09 ,
27/10/2024,19:00:00,24.37,-0.081,3.381,-0.65,1.00,-3.80,-1.203,-0.01,8.222,4.16,30.30 ,present ,24.06 ,25.80 ,
27/10/2024,19:15:00,23.96,-0.357,2.988,-0.59,1.00,-3.80,-1.148,-0.04,8.237,4.16,29.10 ,present ,24.07 ,22.50 ,
27/10/2024,19:30:00,23.81,-0.249,2.763,-0.52,1.00,-3.80,-0.910,-0.03,8.240,4.16,28.40 ,present ,24.06 ,21.60 ,
27/10/2024,19:45:00,23.48,0.423,3.111,-0.53,1.00,-3.80,-0.624,0.05,8.254,4.16,27.90 ,present ,24.06 ,21.30 ,
27/10/2024,20:00:00,23.08,-0.547,2.974,-0.63,1.00,-3.80,-1.040,-0.07,8.269,4.16,27.30 ,present ,24.06 ,21.30 ,
27/10/2024,20:15:00,22.94,0.135,2.836,-0.50,1.00,-3.80,-0.776,0.01,8.272,4.15,27.00 ,present ,24.06 ,21.00 ,
27/10/2024,20:30:00,22.92,-0.562,2.521,-0.51,1.00,-3.80,-0.962,-0.07,8.272,4.15,26.80 ,present ,24.06 ,21.00 ,
27/10/2024,20:45:00,23.01,-1.014,2.398,-0.54,1.00,-3.80,-1.213,-0.13,8.269,4.16,26.70 ,present ,24.06 ,21.30 ,
27/10/2024,21:00:00,23.29,-0.784,2.661,-0.57,1.00,-3.80,-1.116,-0.10,8.262,4.15,26.90 ,present ,24.06 ,21.30 ,
27/10/2024,21:15:00,23.28,-0.965,2.556,-0.57,1.00,-3.80,-1.190,-0.13,8.262,4.16,26.90 ,present ,24.06 ,21.30 ,
27/10/2024,21:30:00,23.25,-0.196,2.706,-0.51,1.00,-3.80,-0.902,-0.02,8.262,4.15,26.80 ,present ,24.06 ,21.30 ,
27/10/2024,21:45:00,23.01,-0.840,2.372,-0.51,1.00,-3.80,-1.253,-0.11,8.269,4.15,26.80 ,present ,24.06 ,21.00 ,
27/10/2024,22:00:00,22.88,-0.392,2.554,-0.50,1.00,-3.80,-0.858,-0.05,8.276,4.15,26.50 ,present ,24.06 ,21.00 ,
27/10/2024,22:15:00,22.96,-0.879,2.462,-0.54,1.00,-3.80,-1.194,-0.11,8.272,4.16,26.40 ,present ,24.06 ,21.00 ,
27/10/2024,22:30:00,22.86,-0.448,2.507,-0.49,1.00,-3.80,-1.036,-0.06,8.276,4.15,26.30 ,present ,24.06 ,21.00 ,
27/10/2024,22:45:00,22.73,-0.183,2.539,-0.47,1.00,-3.80,-0.939,-0.02,8.279,4.15,26.30 ,present ,24.06 ,21.30 ,
27/10/2024,23:00:00,22.71,-1.169,2.324,-0.54,1.00,-3.80,-1.283,-0.15,8.279,4.16,26.20 ,present ,24.06 ,21.00 ,
27/10/2024,23:15:00,23.30,-1.054,2.405,-0.54,1.00,-3.80,-1.061,-0.14,8.258,4.15,26.30 ,present ,24.06 ,21.00 ,
27/10/2024,23:30:00,23.60,-0.796,2.564,-0.54,1.00,-3.80,-1.004,-0.10,8.247,4.15,26.60 ,present ,24.06 ,21.00 ,
27/10/2024,23:45:00,23.82,-0.959,2.667,-0.59,1.00,-3.80,-1.139,-0.12,8.240,4.16,26.80 ,present ,24.06 ,21.30 ,
28/10/2024,00:00:00,23.08,0.407,2.679,-0.42,1.00,-3.80,-0.730,0.05,8.269,4.15,26.30 ,present ,24.06 ,20.70 ,
28/10/2024,00:15:00,22.45,0.255,2.105,-0.29,1.00,-3.80,-0.773,0.03,8.290,4.16,25.60 ,present ,24.06 ,20.70 ,
28/10/2024,00:30:00,21.89,0.098,1.761,-0.22,1.00,-3.80,-0.577,0.01,8.312,4.16,24.80 ,present ,24.06 ,21.30 ,
28/10/2024,00:45:00,21.47,0.025,1.581,-0.19,1.00,-3.80,-0.638,0.00,8.326,4.15,24.10 ,present ,24.06 ,21.00 ,
28/10/2024,01:00:00,21.12,0.101,1.438,-0.14,1.00,-3.80,-0.482,0.01,8.337,4.15,23.80 ,present ,24.06 ,21.00 ,
28/10/2024,01:15:00,20.80,0.048,1.306,-0.11,1.00,-3.80,-0.552,0.00,8.348,4.15,23.40 ,present ,24.06 ,21.00 ,
